Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status,Award max,RFP,Innovation/execution,Latest preparation start date,App deadline,Partners notes,Match req %,Timeline summary,App process,App package,Extra notes,Relevance,EQORE Fit,Ease of Use,Match %,Weighted Score,Days to Deadline,Award min,Funding Instrument,Categories,Eligibility,Synopsis snippet,Grant name,Sponsor org, bGrant name
PRIMED-AI: Translating Models to Clinic (UG3/UH3 Clinical Trial Optional) (NOT-RM-25-023),National Institutes of Health,https://www.grants.gov/search-results-detail/359666,359666,NOT-RM-25-023,06/10/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Tribal Colleges and Universities Program (21-595),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/334326,334326,21-595,06/24/2021,09/02/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Community Based Participatory Research To Advance DAta and Practice Transformation (ADAPT) For Optimizing Oral Health For All Across the Lifespan (UG3/UH3 Clinical Trial Optional) (NOT-DE-25-049),National Institutes of Health,https://www.grants.gov/search-results-detail/358864,358864,NOT-DE-25-049,05/12/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"Community Engagement Evaluation and Data Coordination (CEED) Hub to Advance Data and Practice Transformation for Optimizing Oral Health For All Across the Lifespan (U01, Clinical Trial Not Allowed) (NOT-DE-26-005)",National Institutes of Health,https://www.grants.gov/search-results-detail/359123,359123,NOT-DE-26-005,05/27/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMED-AI: Multi-use Framework Playbooks (UG3 Clinical Trial Not Allowed) (NOT-RM-25-020),National Institutes of Health,https://www.grants.gov/search-results-detail/359271,359271,NOT-RM-25-020,06/06/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMED-AI: Academic-Industrial Partnerships (UG3/UH3 Clinical Trial Optional) (NOT-RM-25-021),National Institutes of Health,https://www.grants.gov/search-results-detail/359270,359270,NOT-RM-25-021,06/06/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Notice of Intent to Publish a Funding Opportunity Announcement for Impact of Technology and Digital Media Exposure Usage on Child and Adolescent Development (NOT-HD-25-008),National Institutes of Health,https://www.grants.gov/search-results-detail/359070,359070,NOT-HD-25-008,06/25/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Expeditions in Computing (20-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/324456,324456,20-544,02/14/2020,03/31/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (FOR-HD-25-020),National Institutes of Health,https://www.grants.gov/search-results-detail/359949,359949,FOR-HD-25-020,07/08/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional) (FOR-LM-25-001)",National Institutes of Health,https://www.grants.gov/search-results-detail/359003,359003,FOR-LM-25-001,07/22/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Development of Animal Models and Related Biological Materials for Down Syndrome Research (R21 Clinical Trial Not Allowed) (PAR-25-214),National Institutes of Health,https://www.grants.gov/search-results-detail/357388,357388,PAR-25-214,11/25/2024,01/07/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Health and Biomedical Research in the Era of Artificial Intelligence and Advanced Data Science (25-542),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360142,360142,25-542,07/24/2025,10/03/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Foundational Research in Robotics (PD-20-144Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/324369,324369,PD-20-144Y,02/12/2020,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Disability and Rehabilitation Engineering (PD-23-5342),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348795,348795,PD-23-5342,06/18/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Data Systems &amp; Services (25-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360371,360371,25-544,08/27/2025,12/04/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Emerging Mathematics in Biology (25-509),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357047,357047,25-509,11/08/2024,03/02/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
U.S.-Qatar Partnership Initiative: Celebrating America 250 and Beyond (OFOP0002219),U.S. Mission to Qatar,https://www.grants.gov/search-results-detail/360186,360186,OFOP0002219,07/31/2025,08/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Computer and Information Science and Engineering (CISE): Future Computing Research (25-543),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360149,360149,25-543,07/25/2025,09/11/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Research Training Groups in the Mathematical Sciences (24-570),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/353962,353962,24-570,05/03/2024,08/11/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
BJA FY25 Invited to Apply- Regional Information Sharing Systems (O-BJA-2025-172437),Bureau of Justice Assistance,https://www.grants.gov/search-results-detail/360358,360358,O-BJA-2025-172437,08/25/2025,09/02/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
GEOSPATIAL INTELLIGENCE PROCESSING AND EXPLOITATION (GeoPEX) (FA875021S7006),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/351240,351240,FA875021S7006,12/11/2023,09/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Edge Acceleration Projects (LEAP) in Health Information Technology (NAP-AX-22-001),Office of the National Coordinator,https://www.grants.gov/search-results-detail/341131,341131,NAP-AX-22-001,06/14/2022,09/30/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ARMY APPLICATIONS LAB BROAD AGENCY ANNOUNCEMENT FOR DISRUPTIVE APPLICATIONS (W911NF-24-S-0008),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/355150,355150,W911NF-24-S-0008,06/26/2024,04/04/2029,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program (USDA-NIFA-AFRI-011134),National Institute of Food and Agriculture,https://www.grants.gov/search-results-detail/360205,360205,USDA-NIFA-AFRI-011134,08/01/2025,12/31/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Defense Research and Education Program for Historically Black Colleges and Universities and Minority-Serving Institutions (HBCU/MI) (W911NF24S0009),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/355730,355730,W911NF24S0009,08/01/2024,07/31/2029,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NSWC Dahlgren BAA N00178-25-0002 (N00178-25-0002),NSWC Dahlgren,https://www.grants.gov/search-results-detail/356715,356715,N00178-25-0002,10/15/2024,10/14/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
TECHGATE (DFOP0017381),Bureau of Cyberspace and Digital Policy,https://www.grants.gov/search-results-detail/360408,360408,DFOP0017381,08/29/2025,09/02/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrating America&rsquo;s 250th Anniversary (LBN-PDS-2025-APS),U.S. Mission to Lebanon,https://www.grants.gov/search-results-detail/360219,360219,LBN-PDS-2025-APS,08/02/2025,09/02/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Biological Technologies (HR001124S0034),DARPA - Biological Technologies Office,https://www.grants.gov/search-results-detail/356403,356403,HR001124S0034,09/11/2024,09/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Revitalizing Domestic Manufacturing by Developing the Next Generation of America&rsquo;s Shipbuilders through International Partnerships (FOA-ILAB-25-45),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360093,360093,FOA-ILAB-25-45,08/27/2025,09/26/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrating America's 250th Anniversary (APS 2025) (PDS-FRANCE-FY2025-02),U.S. Mission to France,https://www.grants.gov/search-results-detail/359745,359745,PDS-FRANCE-FY2025-02,06/27/2025,01/05/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
State Loan Repayment Program (State LRP) (HRSA-26-015),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/355777,355777,HRSA-26-015,07/24/2025,01/12/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Fundamental Research to Counter Weapons of Mass Destruction (HDTRA1-25-S-0001),Defense Threat Reduction Agency,https://www.grants.gov/search-results-detail/356612,356612,HDTRA1-25-S-0001,10/01/2024,09/30/2034,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FAA Aviation Research Grants Program (20-01),DOT - FAA Aviation Research Grants,https://www.grants.gov/search-results-detail/328902,328902,20-01,09/08/2020,09/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DOD Peer Reviewed Cancer, Idea Award (HT942525PRCRPIA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/359097,359097,HT942525PRCRPIA,05/22/2025,09/25/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DOD Peer Reviewed Cancer, Impact Award (HT942525PRCRPIPA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/359098,359098,HT942525PRCRPIPA,05/22/2025,09/25/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DOD Peer Reviewed Cancer, Clinical Trial Award (HT942525PRCRPCTA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/359096,359096,HT942525PRCRPCTA,05/22/2025,09/25/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Melanoma, Team Science Award (HT942525MRPTSA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358949,358949,HT942525MRPTSA,05/14/2025,10/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Partnerships with MCC Program (95332419N0001),Millennium Challenge Corporation,https://www.grants.gov/search-results-detail/314279,314279,95332419N0001,03/26/2019,03/31/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Microsystems Technology Office (MTO) Office-wide (HR001124S0028),DARPA - Microsystems Technology Office ,https://www.grants.gov/search-results-detail/354134,354134,HR001124S0028,05/09/2024,10/09/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Sustainable Range Study Richardson Training Area, Fort Wainwright and Donnelly Training Area, Alaska (SOW 25-101) (W911KB-25-2-0010)",Alaska District,https://www.grants.gov/search-results-detail/359983,359983,W911KB-25-2-0010,07/10/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Research Program (W911NF25S0007),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/359236,359236,W911NF25S0007,06/03/2025,06/02/2030,posted,,,,,,,,,,,,,,,,,,,,,,,,,
BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense (HT9425-23-S-SOC1),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/349586,349586,HT9425-23-S-SOC1,07/27/2023,07/31/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2025 Golden Mussel Prevention and Control in the Western United States (F25AS00320),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360252,360252,F25AS00320,08/06/2025,10/06/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia Operational Mentorship and Sustainment Capacity Building (DFOP0017536),Bureau of Political-Military Affairs - WRA,https://www.grants.gov/search-results-detail/360248,360248,DFOP0017536,08/06/2025,09/03/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Tactical Behaviors for Autonomous Maneuver (W911NF-22-S-0011),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/339728,339728,W911NF-22-S-0011,04/22/2022,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Military Burn, Discovery Award (HT942525MBRPDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358796,358796,HT942525MBRPDA,05/01/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Military Burn, Technology/Therapeutic Development Award (HT942525MBRPTTDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358800,358800,HT942525MBRPTTDA,05/01/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Military Burn, Patient-Centered Research Award (HT942525MBRPPCRA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358799,358799,HT942525MBRPPCRA,05/01/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Sciences Office (DSO) Office-wide BAA (HR001125S0013),DARPA - Defense Sciences Office,https://www.grants.gov/search-results-detail/359239,359239,HR001125S0013,06/03/2025,06/02/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00313 FY2025 Implementation of the Quagga and Zebra Mussel Action Plan (QZAP) in the Western United States (F25AS00313),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/359947,359947,F25AS00313,07/08/2025,09/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH (W911NF-23-S-0010)",Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/347858,347858,W911NF-23-S-0010,05/01/2023,04/30/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Collaboration for Innovative Research on Aircraft Structure (CIRAS) (FA865021S2205),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/333471,333471,FA865021S2205,05/11/2021,05/11/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"FY25 ONR Office Of Naval Research (ONR) Science, Technology, Engineering, and Mathematics(STEM) Education and Workforce Program (N0001425SF006)",Office of Naval Research,https://www.grants.gov/search-results-detail/359932,359932,N0001425SF006,07/07/2025,06/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
RESEARCH INITIATIVES AT THE NAVAL POST GRADUATE SCHOOL (N00244-22-S-NPS-F001),Naval Supply Systems Command,https://www.grants.gov/search-results-detail/337346,337346,N00244-22-S-NPS-F001,01/13/2022,01/13/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Health Home for Individuals with Chronic Conditions (CMS-2J2-23-001),Centers for Medicare & Medicaid Services,https://www.grants.gov/search-results-detail/343827,343827,CMS-2J2-23-001,09/30/2022,10/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Health Home for Children with Medically Complex Conditions (CMS-3J3-23-001),Centers for Medicare & Medicaid Services,https://www.grants.gov/search-results-detail/343826,343826,CMS-3J3-23-001,09/30/2022,10/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology (N0001425SB001),Office of Naval Research,https://www.grants.gov/search-results-detail/356605,356605,N0001425SB001,10/01/2024,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
SEEDING CRITICAL ADVANCES FOR LEADING ENERGY TECHNOLOGIES WITH UNTAPPED POTENTIAL (SCALEUP) READY (DE-FOA-0003467),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/356623,356623,DE-FOA-0003467,10/02/2024,09/29/2029,posted,,,,,,,,,,,,,,,,,,,,,,,,,
TTO Office Wide (OW) BAA 2025 (HR001125S0011),DARPA - Tactical Technology Office,https://www.grants.gov/search-results-detail/359782,359782,HR001125S0011,06/23/2025,12/22/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Calendar Year 2022 Disaster Water Grants,Rural Utilities Service,https://www.grants.gov/search-results-detail/348809,,,06/22/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY23 Evaluation Monitoring Program,Forest Service,https://www.grants.gov/search-results-detail/343233,,,09/01/2022,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
EducationUSA Fair 2025,U.S. Mission to Jordan,https://www.grants.gov/search-results-detail/358813,,,05/05/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2025 ABPP - Battlefield Interpretation Grant,National Park Service,https://www.grants.gov/search-results-detail/360361,,,08/27/2025,11/25/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Desert Southwest Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360168,,,07/29/2025,08/29/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Desert Southwest Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/359978,,,07/10/2025,08/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the North Atlantic Coast Cooperative Ecosystem Studies Unit,Geological Survey,https://www.grants.gov/search-results-detail/360271,,,08/08/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Great Rivers Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360272,,,08/08/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Great Basin Cooperative Ecosystem Studies Unit,Geological Survey,https://www.grants.gov/search-results-detail/360273,,,08/08/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Rocky Mountain Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360321,,,08/20/2025,09/20/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Great Lakes-Northern Forest Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360349,,,08/22/2025,09/22/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for Affiliated Partner with the Great Rivers Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360348,,,08/22/2025,09/22/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Southern Appalachian Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360347,,,08/22/2025,09/22/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Great Basin Cooperative Ecosystem Studies Unit (CESU),Geological Survey,https://www.grants.gov/search-results-detail/360346,,,08/22/2025,09/22/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Agreement for affiliated Partner with the Colorado Plateau Cooperative Ecosystem Studies Unit,Geological Survey,https://www.grants.gov/search-results-detail/360340,,,08/22/2025,09/21/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DOD Ovarian Cancer, Clinical Trial Academy &ndash; Early-Career Investigator Award",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358736,,,04/22/2025,09/11/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Melanoma, Melanoma Academy Scholar Award",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358952,,,05/14/2025,10/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Melanoma, Melanoma Academy Leadership Award",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358953,,,05/14/2025,10/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
National Center for Construction Safety and Health Research and Translation (U54),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/345738,,,09/13/2023,12/01/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Electrochemical Systems,U.S. National Science Foundation,https://www.grants.gov/web/grants/view-opportunity.html?oppId=347329,,,04/05/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Interfacial Engineering,U.S. National Science Foundation,https://www.grants.gov/web/grants/view-opportunity.html?oppId=347326,,,04/05/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy, Power, Control, and Networks",U.S. National Science Foundation,https://www.grants.gov/web/grants/view-opportunity.html?oppId=348258,,,05/19/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Improvements in Rural or Remote Areas &ndash; Fiscal Year 2025 Release,Headquarters,https://www.grants.gov/web/grants/view-opportunity.html?oppId=356630,,,10/03/2024,08/28/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Long Range Broad Agency Announcement (BAA) for NSWC Crane,NSWC CRANE - N00164,https://www.grants.gov/web/grants/view-opportunity.html?oppId=352238,,,02/08/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
SEEDING CRITICAL ADVANCES FOR LEADING ENERGY TECHNOLOGIES WITH UNTAPPED POTENTIAL (SCALEUP) READY,Advanced Research Projects Agency Energy ,https://www.grants.gov/web/grants/view-opportunity.html?oppId=356623,,,10/02/2024,09/29/2029,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research,Naval Research Laboratory,https://www.grants.gov/web/grants/view-opportunity.html?oppId=352741,,,03/01/2024,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Air Dominance Broad Agency Announcement (BAA),Munitions Directorate,https://www.grants.gov/web/grants/view-opportunity.html?oppId=358674,,,04/14/2025,10/31/2029,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Request For Information - Slip-On Tankers,Interior Business Center,https://www.grants.gov/web/grants/view-opportunity.html?oppId=350138,,,09/07/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Research Interests of the Air Force Office of Scientific Research,Air Force Office of Scientific Research,https://www.grants.gov/web/grants/view-opportunity.html?oppId=359050,,,05/20/2025,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH",Dept of the Army -- Materiel Command,https://www.grants.gov/web/grants/view-opportunity.html?oppId=347858,,,05/01/2023,04/30/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Securing Fair and Reliable Critical Mineral Supply Chains,Bureau of International Labor Affairs,https://www.grants.gov/web/grants/view-opportunity.html?oppId=360111,,,08/27/2025,09/26/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Realize Energy-rich Compound Opportunities Valorizing Extraction from Refuse waters (RECOVER),Advanced Research Projects Agency Energy ,https://www.grants.gov/web/grants/view-opportunity.html?oppId=357286,,,11/21/2024,08/28/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Realize Energy-rich Compound Opportunities Valorizing Extraction from Refuse waters SBIR/STTR (RECOVER SBIR/STTR),Advanced Research Projects Agency Energy ,https://www.grants.gov/web/grants/view-opportunity.html?oppId=357287,,,11/21/2024,08/28/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI) Department of Defense Army,Dept of the Army -- Materiel Command,https://www.grants.gov/web/grants/view-opportunity.html?oppId=358532,,,03/05/2025,09/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI),Office of Naval Research,https://www.grants.gov/web/grants/view-opportunity.html?oppId=358592,,,03/25/2025,09/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI),Office of Naval Research,https://www.grants.gov/web/grants/view-opportunity.html?oppId=358585,,,03/21/2025,09/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI),Air Force Office of Scientific Research,https://www.grants.gov/web/grants/view-opportunity.html?oppId=358533,,,03/05/2025,09/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Sustainable Range Study Richardson Training Area, Fort Wainwright and Donnelly Training Area, Alaska (SOW 25-101)",Alaska District,https://www.grants.gov/web/grants/view-opportunity.html?oppId=359983,,,07/10/2025,09/08/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity,Air Force -- Research Lab,https://www.grants.gov/web/grants/view-opportunity.html?oppId=318351,,,07/12/2019,07/12/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
DOD Defense Health Agency (DHA) Research &amp; Development FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research,Dept. of the Army -- USAMRAA,https://www.grants.gov/web/grants/view-opportunity.html?oppId=343725,,,09/22/2022,09/30/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
MINORITY SERVING INSTITUTIONS PARTNERSHIP PROGRAM (MSIPP) CONSORTIA GRANT PROGRAM (CGP),NNSA,https://www.grants.gov/web/grants/view-opportunity.html?oppId=351714,,,01/05/2024,06/15/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program,National Institute of Food and Agriculture,https://www.grants.gov/web/grants/view-opportunity.html?oppId=360205,,,08/01/2025,12/31/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense,Dept. of the Army -- USAMRAA,https://www.grants.gov/web/grants/view-opportunity.html?oppId=349586,,,07/27/2023,07/31/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2025 Continuation of Solicitation for the Office of Science Financial Assistance Program,Office of Science,https://www.grants.gov/web/grants/view-opportunity.html?oppId=356590,,,09/30/2024,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Microsystems Technology Office (MTO) Office-wide,DARPA - Microsystems Technology Office ,https://www.grants.gov/web/grants/view-opportunity.html?oppId=354134,,,05/09/2024,10/09/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Pioneering Aerospace Capabilities, Engineering and Research (PACER)",Air Force -- Research Lab,https://www.grants.gov/web/grants/view-opportunity.html?oppId=349554,,,07/26/2023,05/10/2043,posted,,,,,,,,,,,,,,,,,,,,,,,,,
DEVCOM ARMY RESEARCH LABORATORY BROAD AGENCY ANNOUNCEMENT FOR FOUNDATIONAL RESEARCH,Dept of the Army -- Materiel Command,https://www.grants.gov/web/grants/view-opportunity.html?oppId=344592,,,11/21/2022,11/20/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Bipartisan Infrastructure Law - Carbon Dioxide Transportation Infrastructure Finance and Innovation (CIFIA) Program: Future Growth Grants (Section 40304),National Energy Technology Laboratory,https://www.grants.gov/web/grants/view-opportunity.html?oppId=353946,,,05/02/2024,01/02/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Jobs Plus NOFO for Fiscal Year 2025 (FR-6900-N-14),Department of Housing and Urban Development,https://www.grants.gov/search-results-detail/360278,,,08/12/2025,10/27/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
DoD Toxic Exposures Investigator-Initiated Research Award (HT942525TERPIIRA),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/359255,,,06/05/2025,10/16/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
